光学字符识别	OCR
最假	phoniest
最健康	healthiest
最僵硬	stiffest
最公平	fairest
最内疚	guiltiest
最冷	coldest
最准备的	readiest
最初	initially
最初	originally
最刻薄的	meanest
最前面的	headmost
最勇敢的	bravest
最北的	northernmost
最卑微	lowliest
最南端	southernmost
最厚	thickest
最友善	kindest
最友好	friendliest
最可爱	cutest
最可爱的	loveliest
最可能	likeliest
最右	rightmost
最合适的	fittest
最同性恋	gayest
最后	last
最后	lastly
最后的	backmost
最后通牒	ultimatum
最后面的	rearmost
最后面的	aftermost
最咸	saltiest
最响亮	loudest
最响亮	soundest
最圆	roundest
最坚定	firmest
最坚定的	staunchest
最坦率	frankest
最壮	stoutest
最外	outermost
最多叶的	leafiest
最多汁的	juiciest
最多雨	rainiest
最多雪	snowiest
最大	max
最大	maximum
最大值	maxima
最大化	maximize
最大化	maximise
最大化器	maximizer
最大化的	maximized
最大的	largest
最大的	maximal
最大程度地	maximally
最大胆的	boldest
最奇怪	oddest
最奇怪	strangest
最奇怪的	queerest
最奇怪的	curiousest
最奇特的	fanciest
最好	nicest
最好	preferably
最好的	best
最孤独	loneliest
最安全	safest
最安静	quietest
最宏伟	grandest
最容易	easiest
最宽	broadest
最宽的	widest
最密集的	densest
最富	richest
最富有的	wealthiest
最小	min
最小	smallest
最小值	minima
最小值	minimum
最小化	minimize
最小化	minimise
最小化器	minimizer
最小化的	minimized
最小地	minimally
最小的	minimal
最小的	tiniest
最小订单量	MOQ
最小量	minim
最少	least
最少	fewest
最少的	scantiest
最左的	leftmost
最差	worst
最差	rankest
最常见的	commonest
最干燥	driest
最平滑	smoothest
最平的	flattest
最平的	levellest
最平静	calmest
最年轻	youngest
最年长的	eldest
最幸运	luckiest
最广阔	vastest
最底	bottommost
最底层	lowermost
最弱的	weakest
最强	strongest
最强大的	mightiest
最强硬	toughest
最微妙	subtlest
最微小的	merest
最微小的	tinniest
最微弱	faintest
最忙	busiest
最快	fastest
最快	soonest
最快乐	gladdest
最快乐	happiest
最快乐的	merriest
最快的	fleetest
最性感	sexiest
最恶劣	nastiest
最悲伤	saddest
最愚蠢	silliest
最愚蠢的	stupidest
最愤怒	angriest
最慢	slowest
最懒	laziest
最懒的	idlest
最抱歉	sorriest
最损失	lossiest
最敏感	touchiest
最整洁	neatest
最整齐的	trimmest
最新	newest
最新的	latest
最新的	up-to-date
最新鲜	freshest
最方的	squarest
最早	earliest
最明智	wisest
最暖的	warmest
最暗	darkest
最暗的	dimmest
最暴躁	crankiest
最暴风雨的	stormiest
最有价值球员	MVP
最有弹性	springiest
最服务器	serverest
最末	endmost
最朴素	plainest
最松	loosest
最棕	brownest
最模糊	vaguest
最模糊的	foggiest
最止住的	stanchest
最残忍	cruelest
最油的	oiliest
最深	deepest
最深刻的	profoundest
最深处	inmost
最深处	innermost
最清晰	clearest
最清洁	cleanest
最温和	mildest
最温和	gentlest
最温顺	meekest
最湿	wettest
最滑稽	funniest
最满	fullest
最漂亮	prettiest
最激烈的	fiercest
最灰	grayest
最灰	greyest
最热	hottest
最热衷的	keenest
最热诚的	heartiest
最爱	fave
最爱	favorite
最狡猾	sneakiest
最狡猾	shiftiest
最理智	sanest
最甜	sweetest
最生的	rawest
最疯狂	craziest
最疯狂的	maddest
最疲倦的	weariest
最疼的	sorest
最病	sickest
最瘦	leanest
最白	whitest
最直	straightest
最真实	realest
最真实的	truest
最真实的	veriest
最真诚	sincerest
最短	shortest
最硬	hardest
最礼貌	politest
最稀有	rarest
最稀疏	sparsest
最稳	steadiest
最穷	poorest
最空白的	blankest
最空的	emptiest
最窄	narrowest
最笨	dumbest
最简单的	simplest
最简朴	homeliest
最简短	briefest
最粉	pinkest
最粗俗的	grossest
最粗糙	crudest
最粗糙	roughest
最粗糙的	coarsest
最粗鲁的	rudest
最粘	stickiest
最精明	shrewdest
最精炼	pithiest
最精细	finest
最紧凑	compactest
最紧张的	tensest
最紧的	tightest
最紫	purplest
最红	reddest
最纯净	purest
最终	finally
最终	ultimately
最终外壳	FinalShell
最终的	final
最终的	ultimate
最终确定	finalizes
最终确定	finalized
最终音节	ultima
最绿的	greenest
最绿草	grassiest
最老的	oldest
最聋	deafest
最聪明	smartest
最聪明	cleverest
最肮脏	filthiest
最肮脏的	foulest
最胖	fattest
最胖	chubbiest
最能干	ablest
最脆	crunchiest
最脏	dirtiest
最脏	dustiest
最自由	freest
最舒适	homiest
最节省	sparest
最苍白	palest
最苦	bitterest
最英俊	handsomest
最蓝	bluest
最蓬松的	fluffiest
最薄	thinnest
最虚弱	feeblest
最虚弱的	frailest
最血腥的	bloodiest
最裸露	barest
最谦逊	humblest
最软	softest
最轻微	slightest
最轻的	lightest
最轻量级	bantamweight
最迅速	swiftest
最迅速	promptest
最近	lately
最近	nearest
最近的	recent
最近的	closest
最远的	farthest
最远的	furthest
最迟钝	dullest
最遥远	remotest
最酷	coolest
最酸	sourest
最重	heaviest
最野的	wildest
最钝	bluntest
最锋利	sharpest
最长	longest
最闷	stuffiest
最阴暗	shadiest
最阴的	cloudiest
最陡的	steepest
最静	stillest
最饿	hungriest
最骄傲的	proudest
最高	upmost
最高	highest
最高天	empyrean
最高的	topmost
最高级	superlative
最高评级	aaa
最高贵	noblest
最黄	yellowest
最黑	blackest
月	month
月亮	Moon
月亮	luna
月亮的	lunar
月亮般	moonish
月份	months
月光	moonbeam
月光	moonlight
月出	moonrise
月外的	translunary
月晦的	interlunar
月景	moonscape
月桂树	laurel
月桂花环	baywreath
月照	moonlit
月牙	lune
月球学	selenology
月球船	moonship
月神编辑器	LunarVim
月经	menses
月经	menstrual
月经期	menstruation
月长石	moonstone
月面图	selenograph
月面学	selenography
月鱼	moonfish
有	has
有	had
有丝分裂	mitosis
有丝分裂的	mitotic
有义务的	obligated
有争议	disputable
有争议	controversial
有争议的	disputed
有争议的	contested
有产	propertied
有人居住的	inhabited
有价值地	valuably
有价值的	valuable
有信誉地	reputably
有假种皮的	arillate
有偏见的	biased
有偏见的	prejudiced
有先例	precedented
有光泽的	lustrous
有凹口的	notched
有凹槽的	reeded
有凹槽的	fluted
有凹痕的	pitted
有刃的	edged
有创意的	inventive
有利	favorably
有利	favourable
有利地	favourably
有利地	advantageously
有利性	conduciveness
有利的	gainful
有利的	favorable
有刺的	spined
有刺的	spinose
有前途的	promising
有力	forcefulness
有力地	mightily
有力地	forcefully
有力的	forceful
有功地	meritoriously
有功的	meritorious
有动力的	motivated
有压力的	stressed
有原则的	principled
有发芽力的	germinative
有叶的	lobed
有叶的	leaved
有同情心的	compassionate
有同理心的	empathetic
有吸引力的	attractive
有味的	sapid
有唇的	lipped
有商标的	branded
有喉的	throated
有喙的	beaked
有喷口的	spouted
有围墙的	walled
有图案的	figured
有图案的	patterned
有垫的	cushioned
有城堡的	castled
有声书	audiobook
有声望的	reputable
有声望的	prestigious
有声电影	talkie
有声的	voiced
有外观的	facaded
有天赋的	gifted
有头动物	craniate
有头脑的	brained
有头脑的	mindminded
有头衔的	titled
有夹层的	quilted
有孔虫	foraminifer
有孔虫	foraminifera
有字幕的	subtitled
有学问的	lettered
有害	harmful
有害	hazardous
有害地	harmfully
有害地	damagingly
有害的	noxious
有害的	baneful
有尖牙的	fanged
有尺寸的	dimensioned
有尾的	tailed
有山墙的	gabled
有希望的	hopeful
有希望者	hopefuls
有帮助	helpfulness
有帮助地	helply
有帮助地	helpfully
有帮助的	helpful
有帮助的	instrumental
有序的	ordered
有廊的	galleried
有弹性	springy
有弹性地	elastically
有弹性的	whippy
有弹性的	bouncy
有形的	bodied
有形的	tangible
有影响力地	influentially
有影响力的	influential
有德	virtuous
有德地	virtuously
有心的	hearted
有性生殖	zoogamy
有意义地	meaningfully
有意义的	meaningful
有意志的	willed
有意的	minded
有意的	purposed
有意识地	consciously
有意识的	conscious
有感染力的	catching
有或会	hadorwould
有房间的	roomed
有房间的	chambered
有才	talented
有折痕的	creasy
有折痕的	creased
有护套的	jacketed
有报酬的	remunerative
有抱负的	aspiring
有抱负的	ambitious
有抱负者	aspirant
有指的	fingered
有损	lossy
有效	effective
有效地	validly
有效地	usefully
有效性	validity
有效性	validness
有效的	valid
有效的	effectual
有效载荷	payload
有教养的	cultured
有教养的	cultivated
有教育意义地	instructively
有教育意义的	instructive
有文化	literate
有斑点的	spotty
有斑点的	flecked
有新闻价值的	newsworthy
有时	sometimes
有机发光二极管	OLED
有机地	organically
有机玻璃	Plexiglas
有机的	organic
有条件地	conditionally
有条件的	conditioned
有条件的	conditional
有条理地	methodically
有条理的	methodical
有条纹	stripy
有条纹	striped
有条纹的	banded
有条纹的	striated
有柄的	petiolate
有柱廊的	colonnaded
有柱的	pillared
有柱的	columned
有桅杆的	masted
有梗的	pedunculate
有棱纹的	ribbed
有棱角地	angularly
有棱角的	angular
有楼层的	Storeyed
有檐口的	corniced
有毒	toxic
有毒	poisonous
有毒的	venomous
有毛的	haired
有毛的	crinite
有气味的	odoriferous
有氧运动	cardio
有氧运动	aerobics
有沟的	sulcate
有沟的	furrowed
有洞	holed
有洞察力地	discerningly
有洞察力的	discerning
有洞察力的	insightful
有浮力的	buoyant
有点	sorta
有点	kinda
有点奇怪	oddish
有点漂亮	prettyish
有爪的	clawed
有特色的	featured
有理数	rationals
有瑕疵的	flawed
有生气地	animately
有用	useful
有用性	usefulness
有界的	bounded
有痘痕的	pockmarked
有皮的	corticated
有皱领的	ruffed
有益	wholesome
有益健康	healthful
有益健康的	salubrious
有益地	rewardingly
有益地	beneficially
有益的	salutary
有益的	rewarding
有目的地	purposefully
有目的的	purposive
有目的的	purposeful
有目的进化	telesis
有知觉的	sentient
有礼貌的	mannerly
有礼貌的	courteous
有神论	theism
有神论的	theistic
有神论者	theist
有窗格的	paned
有竖框的	mullioned
有竞争力地	competitively
有竞争力的	competitive
有篱笆的	wattled
有纹理的	veined
有纹理的	grained
有线	wired
有线电视新闻网	CNN
有组织的	organised
有组织的	organized
有细胞的	celled
有经验的	experienced
有绒毛的	villose
有结节的	tubercled
有绳	corded
有缝的	seamed
有缺陷地	faultily
有缺陷的	faulty
有缺陷的	defected
有罪	guilty
有罪	culpability
有罪地	culpably
有罪的	sinful
有罪的	culpable
有羽毛的	feathered
有翼的	alate
有翼的	winged
有耳廓的	auricled
有耳的	eared
有肋的	costate
有肌肉的	muscled
有肺的	pulmonate
有胡子的	mustached
有胡须的	barbate
有胡须的	bearded
有胸的	breasted
有能力地	competently
有能力的	capable
有能力的	competent
有脉的	nervate
有脊椎的	vertebrated
有脚的	footed
有腿的	legged
有膛线的	rifled
有膜的	velate
有舌的	tongued
有船员	crewed
有色	coloured
有色的	colored
有色的	pigmented
有节奏地	rhythmically
有节奏的	rhythmic
有节奏的	cadenced
有节的	jointed
有花瓣的	petalled
有苞的	bracteate
有茎的	stemmed
有营养的	nutritious
有蛀孔的	pecky
有衬里的	lined
有袋动物	marsupial
有裂缝的	crannied
有裂缝的	fissured
有褶皱的	ruffly
有角度的	angled
有角的	horned
有角的	angulate
有触手的	tentacled
有说服力	suasive
有说服力	persuasive
有说服力地	cogently
有说服力地	persuasively
有说服力的	cogent
有责任的	liable
有责任的	accountable
有货	instock
有资格的	entitled
有趣地	amusingly
有趣地	interestingly
有趣的	funny
有趣的	amusive
有趾的	toed
有蹄的	hoofed
有蹄类	ungulate
有蹼的	webbed
有轨电车	tramcar
有轨电车	streetcar
有轮廓的	contoured
有轮的	wheeled
有软木塞的	corked
有辐条的	spoked
有辨别力的	discriminating
有边	brimmed
有边界的	bordered
有边的	sided
有边的	limbate
有进取心的	pushful
有进取心的	gumptious
有远景的	vistaed
有远见	foresighted
有远见的	visionary
有远见的	farseeing
有选择地	selectively
有选择的	selective
有道机器人	YoudaoBot
有遗嘱	testate
有酒窝的	dimply
有野味的	gamy
有针对性的	targeted
有钱的	moneyed
有错的	faulted
有门的	gated
有问题地	problematically
有问题的	problematic
有问题的	problematical
有阵风的	gusty
有限	finite
有限公司	ltd
有限公司	ltd.
有限地	finitely
有限性	finiteness
有限的	limited
有雀斑的	freckled
有雕像的	statued
有雾的	misty
有雾的	foggy
有面板的	paneled
有鞋跟的	heeled
有韧性的	resilient
有顶的	roofed
有顶篷的	canopied
有顶饰的	crested
有预见的	prescient
有领的	collared
有颈圈的	torquate
有风度	personable
有飑的	squally
有香味的	scented
有香味的	perfumed
有魅力	charismatic
有魅力的	prepossessing
有鳍的	finned
有鳞的	scaly
有鳞的	scaled
有鼻的	nosed
有齿的	toothed
有龙骨的	keeled
朋克	punk
朋友	ami
朋友	pal
服从	obey
服从	obedience
服从了	obeyed
服务	srv
服务	serve
服务台	helpdesk
服务员	waiter
服务员	attendant
服务器	server
服务器猫	ServerCat
服务器间	intersvr
服务者	ministrant
服务质量	QoS
服务质量	Quality of Service
服务集标识符	SSID
服务集标识符	Service Set Identifier
服役	soldiered
服药的	dosed
服装	garb
服装	attire
服装师	costumer
服装店	outfitters
服装设计	costuming
朔望	syzygy
朔望月	lunation
朗	Lang
朗伯	lambert
朗厄兰	Langeland
朗姆酒	rum
朗斯伯里	Lounsbury
朗斯基	Wronskian
朗斯特里特	Longstreet
朗服务	LangServe
朗缪尔	Langmuir
朗诵	declaim
朗诵者	reciter
朗诵者	declaimer
朗费罗	Longfellow
朗链	LangChain
望加锡	Macassar
望远镜	spyglass
望远镜	telescope
望远镜的	telescopic
朝代	dynasties
朝向	headed
朝向	toward
朝圣	pilgrimage
朝圣者	palmer
朝圣者	pilgrim
朝臣	courtier
朝霞	sunglow
期中	midterm
期刊	periodical
期待	expect
期待地	expectingly
期待地	expectantly
期待的	expectant
期望	expectation
期货	futures
朦胧	mistiness
朦胧	nebulosity
朦胧地	mistily
朦胧地	cloudily
朦胧的	bleary
朦胧的	shadowy
木乃伊	mummy
木乃伊	mummies
木乃伊化	mummification
木偶	puppet
木偶戏	puppetry
木兰	magnolia
木制品	woodwork
木制的	wooden
木刻	woodcut
木刻	xylograph
木刻术	xylography
木匠	carpenter
木卫四	Callisto
木器	woodenware
木头脑袋	woodenhead
木屋	chalet
木屐	clog
木屐	patten
木工	joiner
木工	carpentry
木工技艺	woodcraft
木工活	woodworking
木星	Jupiter
木星的	Jovian
木材	wood
木材	lumber
木材场	lumberyard
木材场	timberyard
木材解剖	xylotomy
木板	plank
木板路	boardwalk
木栓	nog
木棉	kapok
木槌	gavel
木槌	mallet
木槿	hibiscus
木炭	charcoal
木版	woodblock
木犀草	reseda
木犀草	mignonette
木琴	xylophone
木琴手	xylophonist
木瓜	papaya
木瓦	shingle
木盘	trencher
木笼结构	cribwork
木管乐器	woodwind
木糖	xylose
木结构	timbering
木结构的	timbered
木薯	manico
木薯	manioc
木薯淀粉	tapioca
木蛀虫	woodworm
木豆	dal
木质	woodiness
木质化	lignification
木质的	woody
木质的	ligneous
木质素	lignin
木质部	xylem
木钉	dowel
木钉	trenail
木雕	woodcarving
