安全	aq
人潮汹涌	rixy
如出一辙	riyv
日常用语	riyy
忍饥挨饿	rjae
如假包换	rjbh
忍俊不禁	rjbj
人杰地灵	rjdl
人间地狱	rjdy
日进斗金	rjdj
人间凡品	rjfp
人际关系	rjgx
人迹罕至	rjhv
人尽皆知	rjjv
人际交往	rjjw
日久见人心	rjjx
人尽可夫	rjkf
人间美味	rjmw
日久年深	rjnu
人间能得几回闻	rjnw
人尽其才	rjqc
如见其人	rjqr
人尽其用	rjqy
日进千金	rjqj
人见人爱	rjra
人见人爱花见花开	rjrk
若即若离	rjrl
如饥似渴	rjsk
如胶似漆	rjsq
日久天长	rjti
日久生情	rjuq
日渐式微	rjuw
人间重晚晴	rjvq
人急智生	rjvu
人间正道	rjvd
人间蒸发	rjvf
入境问俗	rjws
日进万金	rjwj
人敬我一尺	rjwi
日积月累	rjyl
日就月将	rjyj
人皆有之	rjyv
人间烟火	rjyh
如箭在弦	rjzx
入口即化	rkjh
人困马乏	rkmf
让开让开	rkrk
人口众多	rkvd
人靠衣装	rkyv
人靠衣装马靠鞍	rkya
如履薄冰	rlbb
如临大敌	rldd
日落而息	rlex
弱柳扶风	rlff
如来佛祖	rlfz
如雷贯耳	rlge
热烈欢迎	rlhy
人力成本	rlib
人来车往	rliw
人老成精	rlij
绕了几圈	rljq
如履平地	rlpd
如临其境	rlqj
绕来绕去	rlrq
人来人往	rlrw
任劳任怨	rlry
人流如织	rlrv
如狼似虎	rlsh
绕梁三日	rlsr
热力四射	rlsu
热脸贴冷屁股	rltg
扰乱视听	rlut
如临深渊	rluy
人老珠黄	rlvh
日理万机	rlwj
人类文明	rlwm
人力物力	rlwl
人离乡贱	rlxj
日落西山	rlxu
热泪盈眶	rlyk
绕了一圈	rlyq
人力资源	rlzy
肉烂在锅里	rlzl
如梦方醒	rmfx
人命关天	rmgt
人脉关系	rmgx
人模狗样	rmgy
如沐春风	rmif
如梦初醒	rmix
人民群众	rmqv
人模人样	rmry
如梦如幻	rmrh
若明若暗	rmra
入木三分	rmsf
如梦似幻	rmsh
人面桃花	rmth
日暮途穷	rmtq
人面兽心	rmux
戎马生涯	rmuy
人民政府	rmvf
孺慕之情	rmvq
燃眉之急	rmvj
入幕之宾	rmvb
人满为患	rmwh
软磨硬泡	rmyp
人莫予毒	rmyd
戎马一生	rmyu
茹毛饮血	rmyx
如芒在背	rmzb
人民大学	rmdx
如蒙大赦	rmdu
日暮乡关何处是	rmxu
人民银行	rmyh
忍耐不住	rnbv
热闹热闹	rnrn
如你所愿	rnsy
如鸟兽散	rnus
阮囊羞涩	rnxs
人品低下	rpdx
任凭风浪起	rpfq
人怕出名猪怕壮	rpiv
如烹小鲜	rpxx
如期而至	rqev
如蛆附骨	rqfg
如期举行	rqjx
人去楼空	rqlk
人情冷暖	rqln
人情练达	rqld
人情练达即文章	rqlv
柔情蜜意	rqmy
人强马壮	rqmv
如泣如诉	rqrs
人前人后	rqrh
入情入理	rqrl
如切如磋	rqrc
柔情似水	rqsu
热气腾腾	rqtt
忍气吞声	rqtu
人情世故	rqug
如期实现	rqux
人情债	rqv
人穷志短	rqvd
如期完成	rqwi
人弃我取	rqwq
认清现实	rqxu
日清月结	rqyj
热情洋溢	rqyy
任其自然	rqzr
任人摆布	rrbb
如若不然	rrbr
荣辱不惊	rrbj
人人得而诛之	rrdv
荣辱得失	rrdu
日入而息	rrex
忍辱负重	rrfv
人若犯我	rrfw
如日方升	rrfu
人若犯我，我必犯人	rrfr
人人喊打	rrhd
如入画境	rrhj
热热乎乎	rrhh
忍辱含垢	rrhg
人人皆知	rrjv
仁人君子	rrjz
软弱可欺	rrkq
热热闹闹	rrnn
人人平等	rrpd
人如其名	rrqm
忍辱求全	rrqq
弱肉强食	rrqu
忍辱偷生	rrtu
冉冉升起	rruq
如日中天	rrvt
容人之量	rrvl
认认真真	rrvv
仁人志士	rrvu
惹人注目	rrvm
柔若无骨	rrwg
软弱无能	rrwn
如入无人之境	rrwj
任人唯亲	rrwq
任人唯贤	rrwx
软弱无力	rrwl
人人为我，我为人人	rrwr
让人笑话	rrxh
惹人喜爱	rrxa
荣辱与共	rryg
日日夜夜	rryy
人人有责	rryz
任人宰割	rrzg
人人自危	rrzw
人算不如天算	rsbs
人所共知	rsgv
如丧考妣	rskb
润色润色	rsrs
人死如灯灭	rsrm
日思夜想	rsyx
日思夜念	rsyn
人头攒动	rtcd
人同此心	rtcx
软体动物	rtdw
忍痛割爱	rtga
人体工程	rtgi
如图所示	rtsu
入土为安	rtwa
人身安全	ruaq
人生百态	rubt
人善被人欺	rubq
人生不满百	rubb
人生不如意事十之八九	rubj
人生不满百，常怀千岁忧	ruby
入室操戈	rucg
人声鼎沸	rudf
肉食动物	rudw
人生地不熟	rudu
妊娠反应	rufy
人生观	rug
人神共愤	rugf
人身攻击	rugj
人生何处不相逢	ruhf
人生几何	rujh
如数家珍	rujv
人生经历	rujl
人生苦短	rukd
人生路不熟	rulu
人生目标	rumb
人寿年丰	runf
热水器	ruq
弱势群体	ruqt
认识认识	ruru
人山人海	rurh
人生如梦	rurm
人生如戏	rurx
人生如棋	rurq
人生若只如初见	rurj
日上三竿	rusg
弱水三千	rusq
如上所述	rusu
弱水三千只取一瓢饮	rusy
人是铁饭是钢	rutg
惹是生非	ruuf
如释重负	ruvf
容身之地	ruvd
肉食者鄙	ruvb
人谁无过	ruwg
柔声细语	ruxy
日晒雨淋	ruyl
人是衣妆	ruyv
日升月恒	ruyh
人生在世	ruzu
人身自由	ruzy
人生自古谁无死	ruzs
仁者爱人	rvar
任重才轻	rvcq
任重道远	rvdy
柔中带刚	rvdg
任重而道远	rvey
人之常情	rviq
人至察则无徒	rvit
人之初，性本善	rviu
仁者见仁	rvjr
人之将死	rvjs
人之将死，其言也善	rvju
热胀冷缩	rvls
人中龙凤	rvlf
仁者乐山	rvlu
如之奈何	rvnh
如琢如磨	rvrm
人中之龙	rvvl
日臻完美	rvwm
日臻完善	rvwu
仁者无敌	rvwd
人证物证	rvwv
仁至义尽	rvyj
人争一口气	rvyq
攘外安内	rwan
人为财死	rwcs
人为刀俎，我为鱼肉	rwdr
人文地理	rwdl
人往高处走	rwgz
人文关怀	rwgh
人无横财不富	rwhf
忍无可忍	rwkr
若无其事	rwqu
人无千日好	rwqh
人五人六	rwrl
人无完人	rwwr
人无我有	rwwy
润物细无声	rwxu
人无信不立	rwxl
人文主义	rwvy
人亡政息	rwvx
人无远虑，必有近忧	rwyy
人无远虑	rwyl
人微言轻	rwyq
人外有人	rwyr
融为一体	rwyt
若为自由故	rwzg
人心不足蛇吞象	rxbx
人心不古	rxbg
热血沸腾	rxft
人心浮动	rxfd
人小鬼大	rxgd
人心隔肚皮	rxgp
人心涣散	rxhs
人行横道	rxhd
人心惶惶	rxhh
人心莫测	rxmc
热血男儿	rxne
人心难测	rxnc
日行千里	rxql
人心齐泰山移	rxqy
仁心仁术	rxru
柔心弱骨	rxrg
入乡随俗	rxss
人心所向	rxsx
人心所归	rxsg
人心丧尽	rxsj
人心思变	rxsb
人心思定	rxsd
任贤使能	rxun
荣幸之至	rxvv
容膝之地	rxvd
瑞雪兆丰年	rxvn
乳臭未干	rxwg
任性妄为	rxww
人心险恶	rxxe
人心向背	rxxb
人心向善	rxxu
日新月异	rxyy
日行一善	rxyu
软硬不吃	rybi
日夜操劳	rycl
日月蹉跎	ryct
仁义道德	rydd
绕一大圈	rydq
人有旦夕祸福	rydf
如鱼得水	rydu
如约而至	ryev
饶有风趣	ryfq
肉眼凡胎	ryft
肉眼凡夫	ryff
日月光华	rygh
人欲横流	ryhl
荣誉称号	ryih
软硬兼施	ryju
日夜兼程	ryji
仁义君子	ryjz
锐意进取	ryjq
如意吉祥	ryjx
日以继夜	ryjy
人言可畏	rykw
肉眼可见	rykj
人要脸树要皮	rylp
仁义礼智信	rylx
如有雷同	rylt
人仰马翻	rymf
人以群分	ryqf
日月齐光	ryqg
日月如梭	ryrs
若要人不知	ryrv
若有若无	ryrw
若隐若现	ryrx
日有所思，夜有所梦	rysm
如意算盘	rysp
若有所思	ryss
若有所悟	rysw
若有所失	rysu
如影随形	rysx
人有三急	rysj
日益突出	ryti
日月同辉	ryth
如有神助	ryuv
人妖殊途	ryut
仁义之师	ryvu
如蝇逐臭	ryvi
如烟往事	rywu
软玉温香	rywx
儒以文乱法	rywf
日月无光	rywg
饶有兴趣	ryxq
饶有兴致	ryxv
日月星辰	ryxi
人烟稀少	ryxu
如愿以偿	ryyi
人云亦云	ryyy
日益严重	ryyv
容颜易老	ryyl
日益增长	ryzv
人言啧啧	ryzz
人走灯灭	rzdm
认祖归宗	rzgz
如坐春风	rzif
人走茶凉	rzil
人赃俱获	rzjh
人在江湖，身不由己	rzjj
孺子可教	rzkj
如遭雷击	rzlj
如醉如痴	rzri
如坐针毡	rzvv
人在屋檐下	rzwx
人在屋檐下，不得不低头	rzwt
荣宗耀祖	rzyz
日滋月益	rzyy
认贼作父	rzzf
什么	sm
所以	sy
思想	sx
思考	sk
所谓	sw
似乎	sh
随便	sb
索取	sq
算了	sl
碎片	sp
随你	sn
三天	st
三步并作两步	sbbb
随波荡漾	sbdy
斯巴达克	sbdk
死不改悔	sbgh
死不悔改	sbhg
思不出位	sbiw
三拜九叩	sbjk
俗不可耐	sbkn
算不了什么	sblm
三百六十行	sblh
三百六十五	sblw
酸不拉几	sblj
酸不溜丢	sbld
死不瞑目	sbmm
随便你了	sbnl
溯本求源	sbqy
随便说说	sbuu
三不沾	sbv
损兵折将	sbvj
随波逐流	sbvl
素不相识	sbxu
死不旋踵	sbxv
虽败犹荣	sbyr
散兵游勇	sbyy
色不异空	sbyk
三步一岗，五步一哨	sbyu
死不足惜	sbzx
色彩缤纷	scbf
色彩斑斓	scbl
三寸不烂之舌	scbu
三寸金莲	scjl
三从四德	scsd
三寸之舌	scvu
似曾相识	scxu
似曾相识燕归来	scxl
色胆包天	sdbt
随地大小便	sddb
似懂非懂	sdfd
四大发明	sdfm
斯德哥尔摩	sdgm
扫地出门	sdim
撒豆成兵	sdib
四大皆空	sdjk
死到临头	sdlt
四大名著	sdmv
死得其所	sdqs
算得上是	sduu
锁定胜局	sduj
僧多粥少	sdvu
搔到痒处	sdyi
色而不淫	seby
死而复生	sefu
死而后已	sehy
酸儿辣女	seln
死而无憾	sewh
塞尔维亚	sewy
萨尔瓦多	sewd
四方八面	sfbm
司法独立	sfdl
随风而去	sfeq
随风而逝	sfeu
司法程序	sfix
三番两次	sflc
三房两厅	sflt
司法鉴定	sfjd
随风飘扬	sfpy
随风潜入夜	sfqy
三番四次	sfsc
送佛送到西	sfsx
三分天下	sftx
随风转舵	sfvd
三分之一	sfvy
三分之二	sfve
三番五次	sfwc
四分五裂	sfwl
三分像人	sfxr
三分像人，七分像鬼	sfxg
三房一厅	sfyt
随风摇曳	sfyy
三观不正	sgbv
三更半夜	sgby
三个多月	sgdy
三国鼎立	sgdl
三个多小时	sgdu
三个多钟	sgdv
三更灯火五更鸡	sgdj
损公肥私	sgfs
三个方面	sgfm
三个和尚没水吃	sghi
三个臭皮匠	sgij
三个臭皮匠，赛过诸葛亮	sgil
三观尽毁	sgjh
三跪九叩	sgjk
仨瓜俩枣	sglz
萨格勒布	sglb
苏格拉底	sgld
三姑六婆	sglp
三宫六院	sgly
三顾茅庐	sgml
四顾茫然	sgmr
三管齐下	sgqx
三个人	sgr
死贵死贵	sgsg
三更时分	sguf
赛过诸葛亮	sgvl
三个钟	sgv
三个钟头	sgvt
三个问题	sgwt
三纲五常	sgwi
四顾无人	sgwr
三个星期	sgxq
三个小时	sgxu
三个月	sgy
三国演义	sgyy
死过一次	sgyc
三个字	sgz
死活不信	shbx
丝毫不差	shbi
松花蛋	shd
扫黄打非	shdf
死灰复燃	shfr
死灰槁木	shgm
随行就市	shju
三花聚顶	shjd
撒哈拉沙漠	shlm
丧魂落魄	shlp
三魂七魄	shqp
岁寒三友	shsy
四海升平	shup
俗话说得好	shuh
四海之内皆兄弟	shvd
三皇五帝	shwd
三呼万岁	shws
四海为家	shwj
三好学生	shxu
四海一家	shyj
松鹤延年	shyn
四处奔走	sibz
搜肠刮肚	sigd
三重简码	sijm
随处可见	sikj
三长两短	sild
四处飘零	sipl
思潮起伏	siqf
丝绸之路	sivl
三重奏	siz
四川大学	sidx
四脚八叉	sjbi
三季度	sjd
伺机而动	sjed
四季发财	sjfc
四季分明	sjfm
三句话不离本行	sjhh
四脚朝天	sjit
四季常青	sjiq
所见即所得	sjjd
三教九流	sjjl
散尽家财	sjjc
所见略同	sjlt
三局两胜	sjlu
三驾马车	sjmi
三缄其口	sjqk
三聚氰胺	sjqa
耸肩缩背	sjsb
随叫随到	sjsd
所见所闻	sjsw
三江四海	sjsh
丧尽天良	sjtl
色即是空	sjuk
丧家之犬	sjvq
三角形	sjx
随机应变	sjyb
送旧迎新	sjyx
司空见惯	skjg
斯科普里	skpl
思考思考	sksk
随口一说	skyu
随口一问	skyw
思考一下	skyx
酸了吧唧	slbj
四六不靠	slbk
斯洛伐克	slfk
三六九等	sljd
酸溜溜的	slld
斯里兰卡	sllk
松了口气	slkq
僧来看佛面	slkm
塞拉利昂	slla
色厉内荏	slnr
四轮驱动	slqd
死里求生	slqu
萨拉热窝	slrw
算了算了	slsl
耸了耸肩	slsj
缩略图	slt
死里逃生	sltu
三令五申	slwu
森罗万象	slwx
斯洛文尼亚	slwy
思来想去	slxq
死路一条	slyt
松了一口气	slyq
四面八方	smbf
死马当活马医	smdy
四面楚歌	smig
素面朝天	smit
四目交投	smjt
四面开花	smkh
驷马难追	smnv
岁末年关	smng
岁末年初	smni
素昧平生	smpu
司马青衫	smqu
似模似样	smsy
四面受敌	smud
三民主义	smvy
三昧真火	smvh
司马昭之心	smvx
司马昭之心，路人皆知	smvv
四目相对	smxd
三年不鸣	snbm
三年不开张	snbv
随你的便	sndb
三年级	snj
塞内加尔	snje
三年清知府，十万雪花银	snqy
三年两载	snlz
三年五载	snwz
四平八稳	spbw
撒泼打滚	spdg
死皮赖脸	spll
撕破脸皮	splp
塞浦路斯	spls
死乞白赖	sqbl
三拳不敌四手	sqbu
俗气得很	sqdh
三七二十一	sqey
三权分立	sqfl
三千烦恼丝	sqfs
死去活来	sqhl
死气沉沉	sqii
三千宠爱在一身	sqiu
三拳两脚	sqlj
撒泡尿照照	spnv
三朋四友	spsy
丧权辱国	sqrg
速去速回	sqsh
三妻四妾	sqsq
三请四邀	sqsy
虽千万人吾往矣	sqwy
思前想后	sqxh
损人不利己	srbj
私人财产	srci
送入洞房	srdf
三人成虎	srih
损人利己	srlj
虽然没有	srmy
肃然起敬	srqj
思如泉涌	srqy
色若死灰	srsh
耸人听闻	srtw
三日之内	srvn
三人行	srx
三人行，必有我师	srxu
随随便便	ssbb
四散奔逃	ssbt
三四点钟	ssdv
三思而行	ssex
三四分钟	ssfv
四四方方	ssff
瑟瑟发抖	ssfd
随俗浮沉	ssfi
三四个人	ssgr
三四个月	ssgy
耸耸肩	ssj
松松垮垮	sskk
搜索枯肠	sski
三三两两	ssll
岁岁年年	ssnn
三四年	ssn
岁岁年年人不同	ssnt
岁岁平安	sspa
丝丝入扣	ssrk
所思所想	sssx
酸酸甜甜	sstt
三四十岁	ssus
斯斯文文	ssww
三岁小儿	ssxe
三岁小孩	ssxh
三四月份	ssyf
虽死犹生	ssyu
搜索引擎	ssyq
岁岁有今朝	ssyv
四通八达	stbd
四体不勤	stbq
三天不打，上房揭瓦	stbw
三天打鱼	stdy
三天打鱼，两天晒网	stdw
三堂会审	sthu
撒腿就跑	stjp
斯图加特	stjt
酸甜苦辣	stkl
酸甜可口	stkk
酸甜苦辣咸	stkx
三头六臂	stlb
三天两头	stlt
随他去吧	stqb
酸痛酸痛	stst
三天三夜	stsy
扫堂腿	stt
缩头乌龟	stwg
缩头缩脑	stsn
斯坦福大学	stfx
扫榻相迎	stxy
扫榻以待	styd
色衰爱弛	suai
撒手不管	subg
四时八节	subj
四十不惑	subh
三十多年	sudn
似是而非	suef
三十而立	suel
撒手而去	sueq
随声附和	sufh
三十功名尘与土	sugt
色授魂与	suhy
三十好几	suhj
三十出头	suit
三十几岁	sujs
三十六计	sulj
三十来岁	suls
送上门来	suml
三十年	sun
随手拈来	sunl
搔首弄姿	sunz
似水年华	sunh
三十年河东	sund
三十年河西	sunx
撒手人寰	surh
似水柔情	surq
三十岁	sus
随时随地	susd
随时随刻	susk
缩手缩脚	susj
四世同堂	sutt
所剩无几	suwj
四舍五入	suwr
死水微澜	suwl
碎尸万段	suwd
三山五岳	suwy
随身携带	suxd
三生有幸	suyx
死水一潭	suyt
四肢百骸	svbh
所知不多	svbd
死猪不怕开水烫	svbt
随之而来	svel
四肢发达	svfd
丝竹管弦	svgx
三贞九烈	svjl
三战全胜	svqu
速战速决	svsj
四肢无力	svwl
死者为大	svwd
馊主意	svy
斯文败类	swbl
四五点	swd
塞翁得马	swdm
死无对证	swdv
思维定势	swdu
思维导图	swdt
三五分钟	swfv
思维方式	swfu
四五个人	swgr
四五个月	swgy
所为何事	swhu
所为何来	swhl
三五好友	swhy
三五成群	swiq
俗务缠身	swiu
肆无忌惮	swjd
酸文假醋	swjc
思维模式	swmu
素未谋面	swmm
四五年	swn
死无全尸	swqu
斯文扫地	swsd
三五天	swt
四五十岁	swus
塞翁失马	swum
塞翁失马，安知非福	swuf
斯威士兰	swul
算无遗策	swyc
送往迎来	swyl
四五月份	swyf
三位一体	swyt
所谓伊人	swyr
死无葬身之地	swzd
死性不改	sxbg
丧心病狂	sxbk
素袖藏金	sxcj
三心二意	sxey
似笑非笑	sxfx
三线城市	sxiu
三星级	sxj
三心两意	sxly
三下两下	sxlx
思想境界	sxjj
撕心裂肺	sxlf
所向披靡	sxpm
思乡情切	sxqq
思贤如渴	sxrk
随心所欲	sxsy
死心塌地	sxtd
私相授受	sxuu
思想准备	sxvb
四下无人	sxwr
三省吾身	sxwu
所向无敌	sxwd
三下五除二	sxwe
思绪万千	sxwq
夙兴夜寐	sxym
私心杂念	sxzn
死于安乐	syal
死一边去	sybq
岁月不饶人	sybr
四仰八叉	sybi
森严壁垒	sybl
三月不知肉味	sybw
虽远必诛	sybv
四野八荒	sybh
所言不虚	sybx
私有财产	syci
宿雨餐风	sycf
岁月蹉跎	syct
岁月催人老	sycl
所以动心忍性	sydx
随遇而安	syea
肆意而为	syew
死于非命	syfm
所言非虚	syfx
死亦何惧	syhj
所言极是	syju
岁月静好	syjh
松一口气	sykq
三阳开泰	sykt
三言两语	syly
死要面子	symz
死也瞑目	symm
私营企业	syqy
岁月如梭	syrs
岁月如流	syrl
岁月荏苒	syrr
似有若无	syrw
似有似无	sysw
所以说呢	syun
岁月峥嵘	syvr
岁月无情	sywq
肆意妄为	syww
死亦为鬼雄	sywx
死有余辜	syyg
夙夜在公	syzg
三灾八难	szbn
孙子兵法	szbf
三足鼎立	szdl
死罪可免	szkm
死罪可免，活罪难逃	szkt
所作所为	szsw
色字头上一把刀	sztd
四则运算	szys
特别	tb
讨论	tl
统一	ty
台湾	tw
同学	tx
天气	tq
天天	tt
头发	tf
凸凹不平	tabp
挺不错的	tbcd
坦白从宽	tbck
投笔从戎	tbcr
坦白地讲	tbdj
螳臂当车	tbdi
天崩地裂	tbdl
太不懂事	tbdu
填饱肚子	tbdz
天崩地陷	tbdx
铁板钉钉	tbdd
透不过气	tbgq
推杯换盏	tbhv
听不出来	tbil
脱不开身	tbku
挑拨离间	tblj
脱不了干系	tblx
天不怕地不怕	tbpp
听不清楚	tbqi
抬不起头	tbqt
挺不容易	tbry
退避三舍	tbsu
推本溯源	tbsy
同班同学	tbtx
天兵天将	tbtj
头版头条	tbtt
听不太清	tbtq
恬不知耻	tbvi
推波助澜	tbvl
提笔忘字	tbwz
土崩瓦解	tbwj
太不小心	tbxx
太不像话	tbxh
逃避现实	tbxu
同病相怜	tbxl
特别行政区	tbxq
同胞兄弟	tbxd
铁板一块	tbyk
痛不欲生	tbyu
天不作美	tbzm
听不进去	tbjq
太不讲究	tbjj
头把交椅	tbjy
添兵减灶	tbjz
天不假年	tbjn
太白金星	tbjx
天材地宝	tcdb
天残地缺	tcdq
图财害命	tchm
糖醋里脊	tclj
糖醋排骨	tcpg
天从人愿	tcry
天地不容	tdbr
天地不仁以万物为刍狗	tdbg
头都大了	tddl
偷得浮生半日闲	tdfx
跳到黄河洗不清	tdhq
天妒红颜	tdhy
推倒重来	tdil
天道酬勤	tdiq
贪多嚼不烂	tdjl
天打雷劈	tdlp
天地良心	tdlx
提得起	tdq
舔犊情深	tdqu
坦荡如砥	tdrd
痛定思痛	tdst
天地同寿	tdtu
谈得上	tdu
同道中人	tdvr
天地之间	tdvj
贪得无厌	tdwy
疼得要死	tdys
疼得要命	tdym
挑灯夜战	tdyv
天妒英才	tdyc
添丁增口	tdzk
听而不闻	tebw
痛而不言	teby
拖儿带女	tedn
推而广之	tegv
堂而皇之	tehv
退而结网	tejw
退而求其次	teqc
铤而走险	tezx
挺方便的	tfbd
通风报信	tfbx
天翻地覆	tfdf
头发长见识短	tfid
徒费唇舌	tfiu
挑肥拣瘦	tfju
听风就是雨	tfjy
条分缕析	tflx
突飞猛进	tfmj
突发奇想	tfqx
听风是雨	tfuy
天府之国	tfvg
托付终身	tfvu
徒费心神	tfxu
天赋异禀	tfyb
同父异母	tfym
天方夜谭	tfyt
同工不同酬	tgbi
天高地厚	tgdh
天公地道	tgdd
天罡地煞	tgdu
天干地支	tgdv
天高地远	tgdy
太过分了	tgfl
同甘共苦	tggk
天高海阔	tghk
退耕还林	tghl
天高皇帝远	tghy
偷工减料	tgjl
提高警惕	tgjt
唐古拉山	tglu
谈古论今	tglj
吐故纳新	tgnx
通个气	tgq
痛改前非	tgqf
天高气爽	tgqu
天高任鸟飞	tgrf
替古人担忧	tgry
同工同酬	tgti
讨个说法	tguf
铁骨铮铮	tgvv
贪官污吏	tgwl
天干物燥	tgwz
弹冠相庆	tgxq
特古西加尔巴	tgxb
天刚蒙蒙亮	tgml
天高云淡	tgyd
天各一方	tgyf
韬光养晦	tgyh
同归于尽	tgyj
同工异曲	tgyq
天公作美	tgzm
蜕化变质	thbv
天昏地暗	thda
天荒地老	thdl
醍醐灌顶	thgd
偷换概念	thgn
天潢贵胄	thgv
太好吃了	thil
桃红柳绿	thll
挑花了眼	thly
土豪劣绅	thlu
天花乱坠	thlv
谈婚论嫁	thlj
头昏脑涨	thnv
徒呼奈何	thnh
通货膨胀	thpv
谈何容易	thry
铁汉柔情	thrq
痛何如哉	thrz
投怀送抱	thsb
挺好玩的	thwd
太好玩了	thwl
挺好用的	thyd
铁画银钩	thyg
头昏眼花	thyh
昙花一现	thyx
太好用了	thyl
推崇备至	tibv
天长地久	tidj
同仇敌忾	tidk
天差地远	tidy
天差地别	tidb
同床共枕	tigv
突出贡献	tigx
铁杵成针	tiiv
推陈出新	tiix
太差劲了	tijl
统筹兼顾	tijg
同场竞技	tijj
退出江湖	tijh
太差了	til
铁杵磨成针	timv
天长日久	tirj
铁齿铜牙	tity
逃出生天	tiut
突出重点	tivd
坦诚相待	tixd
痛彻心扉	tixf
坦诚相见	tixj
同床异梦	tiym
同出一辙	tiyv
偷鸡不着蚀把米	tjbm
天机不可泄露	tjbl
投机倒把	tjdb
拖家带口	tjdk
田间地头	tjdt
天经地义	tjdy
退居二线	tjex
团结奋斗	tjfd
讨价还价	tjhj
跳进黄河洗不清	tjhq
推己及人	tjjr
团结就是力量	tjjl
天将降大任于斯人也	tjjy
塔吉克族	tjkz
塔吉克斯坦	tjkt
偷鸡摸狗	tjmg
天将破晓	tjpx
投机取巧	tjqq
团结起来	tjql
田忌赛马	tjsm
退居三线	tjsx
脱缰之马	tjvm
头角峥嵘	tjvr
土鸡瓦狗	tjwg
投井下石	tjxu
脱缰野马	tjym
听君一席话	tjyh
团结一致	tjyv
同济大学	tjdx
填空补缺	tkbq
痛苦不堪	tkbk
脱口而出	tkei
腾空而起	tkeq
太快了	tkl
痛快淋漓	tkll
痛哭流涕	tklt
摊开来说	tklu
塔克拉玛干	tklg
土库曼斯坦	tkmt
叹口气	tkq
听了半天	tlbt
体力不支	tlbv
土了吧唧	tlbj
螳螂捕蝉	tlbi
桃李不言	tlby
螳螂捕蝉，黄雀在后	tlbh
桃李不言，下自成蹊	tlbx
特立独行	tldx
天罗地网	tldw
徒劳而返	tlef
条理分明	tlfm
涕泪横流	tlhl
拖了后腿	tlht
偷梁换柱	tlhv
同流合污	tlhw
通力合作	tlhz
涕泪交加	tljj
涕泪交零	tljl
脱离苦海	tlkh
叹了口气	tlkq
脱了裤子放屁	tlkp
体力劳动	tlld
桃李满天下	tlmx
塔里木河	tlmh
天理难容	tlnr
特立尼达和多巴哥	tlng
天朗气清	tlqq
统揽全局	tlqj
天理人情	tlrq
舔了舔	tlt
挑了挑眉	tltm
挑来挑去	tltq
讨论讨论	tltl
脱离实际	tluj
天伦之乐	tlvl
屠龙之技	tlvj
天籁之声	tlvu
天理昭昭	tlvv
天籁之音	tlvy
徒劳无功	tlwg
特拉维夫	tlwf
徒劳无益	tlwy
袒露心扉	tlxf
袒露心声	tlxu
跳梁小丑	tlxi
提了一下	tlyx
叹了一口气	tlyq
特洛伊木马	tlym
挑毛病	tmb
图谋不轨	tmbg
天命不可违	tmbw
太麻烦了	tmfl
挺麻烦的	tmfd
捅马蜂窝	tmfw
土木工程	tmgi
天蒙蒙亮	tmml
头面人物	tmrw
听没听过	tmtg
投名状	tmv
天命之年	tmvn
铁面无私	tmws
听命行事	tmxu
贪慕虚荣	tmxr
唾沫星子	tmxz
天南地北	tndb
拖泥带水	tndu
头脑发热	tnfr
天南海北	tnhb
头脑简单	tnjd
探囊取物	tnqw
天怒人怨	tnry
天女散花	tnsh
鸵鸟政策	tnvc
叨陪末座	tpmz
调皮捣蛋	tpdd
头皮发麻	tpfm
头皮发炸	tpfv
